Plant_ID,Temperature_C,Humidity_%,Soil_Moisture_%,Soil_pH,Nutrient_Level,Light_Intensity_lux,Health_Score,Health_Status,Moisture_Zone,Temperature_Zone,Humidity_Zone,Light_Zone,Moisture_Zone_Stress,Temperature_Zone_Stress,Humidity_Zone_Stress,Light_Zone_Stress,Abiotic_Stress_Score_L2,Disease_Presence,Pest_Infestation,Biotic_Stress_Score_L2,Total_Stress_Score_L2,Stress_Category
Plant_243,26.51496183694137,54.18319086051356,74.64660876773229,5.665700370560902,44.10107682244392,22252.618338204,93.32551467665128,1,High,Optimal,Optimal,Optimal,1,0,0,0,1,0,0,0,1,Abiotic-only
Plant_244,27.597265582510364,49.852432693071336,21.53637582433423,7.02936426494194,56.98688813517043,21963.293081316864,89.28932013532216,1,Low,Optimal,Optimal,Optimal,1,0,0,0,1,0,0,0,1,Abiotic-only
Plant_245,21.39911077883267,53.50722454933993,69.25818862452937,6.413599131301768,50.25210867540082,22916.170897219166,73.95093236071826,1,Optimal,Optimal,Optimal,Optimal,0,0,0,0,0,0,0,0,0,No-Stress
Plant_246,23.99649629247716,47.76059733237744,46.5653390628482,6.885960077418337,34.568817720571296,19960.08609386409,84.97788309417777,1,Optimal,Optimal,Optimal,Optimal,0,0,0,0,0,0,0,0,0,No-Stress
Plant_247,23.57516406651713,60.34083468259226,31.51823927515308,6.720653575849623,51.64294765370569,18200.53393004045,85.3741200282038,1,Optimal,Optimal,Optimal,Optimal,0,0,0,0,0,0,0,0,0,No-Stress
Plant_248,23.040012302278864,52.30026768941358,25.04529561391515,6.1334219014450015,71.96223142152799,15323.639014928474,86.42301235011176,1,Low,Optimal,Optimal,Optimal,1,0,0,0,1,0,0,0,1,Abiotic-only
Plant_249,30.29636272084329,62.33785911790748,42.163194138344494,6.61449819622967,54.92986458514459,22458.11980441822,63.05744104004923,0,Optimal,High,Optimal,Optimal,0,1,0,0,1,0,0,0,1,Abiotic-only
Plant_250,26.214945132882868,44.44104353796373,58.82475167886689,5.571049274300856,49.42482246994537,21271.66844733196,90.06606541032627,1,Optimal,Optimal,Optimal,Optimal,0,0,0,0,0,0,0,0,0,No-Stress
Plant_251,21.217348136994865,63.30880232214457,43.08676319433699,6.801623750285697,60.75343401956898,17102.652101408123,74.30301037074268,1,Optimal,Optimal,Optimal,Optimal,0,0,0,0,0,0,0,0,0,No-Stress
Plant_252,27.753585841164327,68.33528961608924,67.66732395371021,6.649079232995263,52.10668465203111,18384.278980110128,76.42172066558733,1,Optimal,Optimal,Optimal,Optimal,0,0,0,0,0,0,0,0,0,No-Stress
Plant_253,31.3664685910379,40.062643574285445,23.23236464922661,6.819330084321551,52.09534230262794,18599.72356414568,106.378817522602,1,Low,High,Optimal,Optimal,1,1,0,0,2,0,0,0,2,Abiotic-only
Plant_254,28.09739578165344,63.74056569847572,44.81866578230918,7.029059162543575,39.083748278408976,15551.046704052746,83.01873380721011,1,Optimal,Optimal,Optimal,Optimal,0,0,0,0,0,0,0,0,0,No-Stress
Plant_255,20.44189010213796,72.27668992473292,26.21409833380321,6.683809920104856,52.33848025789598,17546.952810184597,76.13677524552824,1,Low,Optimal,High,Optimal,1,0,1,0,2,0,1,1,3,Combined
Plant_256,23.547297781401245,47.90358981308795,50.45447823937452,6.574044709899138,60.35443416416945,16598.508929580938,57.94705627244094,0,Optimal,Optimal,Optimal,Optimal,0,0,0,0,0,0,0,0,0,No-Stress
Plant_257,28.800733447559868,76.72572386837703,58.30331085145951,6.059465831669354,41.63937847899975,18762.56296433619,93.89764133946356,1,Optimal,Optimal,High,Optimal,0,0,1,0,1,1,0,1,2,Combined
Plant_258,22.87699160314365,64.19019009366045,38.6885730947842,6.143889618175475,64.24495821246947,17783.90750501131,66.54790329191397,0,Optimal,Optimal,Optimal,Optimal,0,0,0,0,0,0,0,0,0,No-Stress
Plant_259,26.33145828443869,52.94988144241592,5.936792150592986,7.093367310088666,49.08293975854874,15118.985237399753,69.96561096500497,0,Low,Optimal,Optimal,Optimal,1,0,0,0,1,0,0,0,1,Abiotic-only
Plant_260,27.32390216028801,59.44230922342294,47.98422220194742,7.218167702852989,41.12230488461459,26067.770691708443,76.6864770091215,1,Optimal,Optimal,Optimal,High,0,0,0,1,1,0,0,0,1,Abiotic-only
Plant_261,22.21920858526575,65.58326912521723,51.55107827600264,6.380944781843973,59.976320769202445,23757.622193087693,94.16411791700293,1,Optimal,Optimal,Optimal,Optimal,0,0,0,0,0,0,0,0,0,No-Stress
Plant_262,24.8214239318146,60.760053914124114,51.06442132442547,6.523001373626637,47.132057642617305,17662.941735440043,87.73239986665759,1,Optimal,Optimal,Optimal,Optimal,0,0,0,0,0,0,0,0,0,No-Stress
Plant_263,15.276197979792782,65.38755992446369,63.53673287733231,6.047692812503117,57.59514887486108,20817.264189960828,78.4216249015974,1,Optimal,Low,Optimal,Optimal,0,1,0,0,1,1,0,1,2,Combined
Plant_264,21.92683707599713,50.79326406920634,28.934194805264266,7.0863784226337225,47.08241367741463,21252.395269463887,83.08292063638821,1,Low,Optimal,Optimal,Optimal,1,0,0,0,1,0,0,0,1,Abiotic-only
Plant_265,24.24229554582052,61.69360824036078,55.20324158175674,6.832708411845889,49.40173856470096,23573.25756432043,73.99614307128894,1,Optimal,Optimal,Optimal,Optimal,0,0,0,0,0,0,0,0,0,No-Stress
Plant_266,21.25665045410545,45.8628550309502,62.88761268716962,7.470608718231874,54.93560204334292,17544.184920019765,81.39653689565351,1,Optimal,Optimal,Optimal,Optimal,0,0,0,0,0,0,0,0,0,No-Stress
Plant_267,29.897233911794903,58.887739386513,18.321186239902246,6.060838461410131,52.90897057590006,23276.32035194728,80.73336744778136,1,Low,Optimal,Optimal,Optimal,1,0,0,0,1,0,0,0,1,Abiotic-only
Plant_268,20.7095758661181,50.960923585352106,49.79477738878466,6.310996050490892,30.04468219548261,18356.2840873792,89.68769895681353,1,Optimal,Optimal,Optimal,Optimal,0,0,0,0,0,0,0,0,0,No-Stress
Plant_269,23.67986653990905,52.64470057410233,37.43730253488493,6.615722961262787,38.78756259905608,15992.41278749416,89.67178122438949,1,Optimal,Optimal,Optimal,Optimal,0,0,0,0,0,0,0,0,0,No-Stress
Plant_270,25.392221731858275,72.36093175210438,43.77715990347531,6.823244768862885,59.29409984790816,22172.40967794349,84.93977382205645,1,Optimal,Optimal,High,Optimal,0,0,1,0,1,1,0,1,2,Combined
Plant_271,29.323819867198345,70.9131012059427,50.215147253075045,6.392166181226184,48.678634110984525,23872.27527236729,76.37652442453897,1,Optimal,Optimal,High,Optimal,0,0,1,0,1,0,1,1,2,Combined
Plant_272,20.69241354646168,66.09138120907177,37.69157153829672,6.06351945477315,44.762686972285785,27763.726920592053,87.41822294390127,1,Optimal,Optimal,Optimal,High,0,0,0,1,1,0,0,0,1,Abiotic-only
Plant_273,28.48949125646488,49.07687235327421,34.86437881257582,6.9407037644617855,36.41425984742526,16400.82420472936,79.08031533796954,1,Optimal,Optimal,Optimal,Optimal,0,0,0,0,0,0,0,0,0,No-Stress
Plant_274,25.03069918305876,56.83591550305198,45.512286262320366,6.860567681272791,39.20263678724152,22096.759055242368,69.18085631286867,0,Optimal,Optimal,Optimal,Optimal,0,0,0,0,0,0,0,0,0,No-Stress
Plant_275,22.055474046856148,72.13097699979184,28.69131091705796,6.041862949718137,29.782013600380527,18770.5962686194,75.96712208089062,1,Low,Optimal,High,Optimal,1,0,1,0,2,1,1,2,4,Combined
Plant_276,26.38631042278981,61.417169136399046,28.71262306672222,7.177721400552748,48.987192812984674,22350.076131572096,80.84526983784325,1,Low,Optimal,Optimal,Optimal,1,0,0,0,1,1,0,1,2,Combined
Plant_277,25.59717908672041,83.19329539981695,55.19059924434755,7.085099354598302,44.01562419418953,15588.531346306248,89.10215783664745,1,Optimal,Optimal,High,Optimal,0,0,1,0,1,1,0,1,2,Combined
Plant_278,23.199349368523617,63.93317839394372,27.76808947262016,6.567148248623896,40.33412109014685,16211.690672904308,78.16471827842847,1,Low,Optimal,Optimal,Optimal,1,0,0,0,1,0,0,0,1,Abiotic-only
Plant_279,25.20940625497005,61.92049116490031,54.994687513638176,6.5397989311880185,49.31876574832047,17672.375530500547,67.90801288760395,0,Optimal,Optimal,Optimal,Optimal,0,0,0,0,0,0,0,0,0,No-Stress
Plant_280,23.84405920941472,56.908835357974986,51.93886939280927,6.777028885557954,53.63970630852738,20236.89213700425,80.56741683296819,1,Optimal,Optimal,Optimal,Optimal,0,0,0,0,0,0,0,0,0,No-Stress
Plant_281,25.340552035753745,61.33540904782282,19.11289906814105,6.069148464871871,70.93197932209945,18076.75620038493,81.13456040056552,1,Low,Optimal,Optimal,Optimal,1,0,0,0,1,0,0,0,1,Abiotic-only
Plant_282,26.98639202356314,58.47530163619456,34.83653021496517,6.515015739582041,34.88116580436787,21977.16303174026,81.85837628902753,1,Optimal,Optimal,Optimal,Optimal,0,0,0,0,0,0,0,0,0,No-Stress
Plant_283,29.75805044843605,67.0810867668859,62.91164104571059,5.42380822769541,61.59381043300522,23080.683854773742,89.1987151595443,1,Optimal,Optimal,Optimal,Optimal,0,0,0,0,0,0,0,0,0,No-Stress
Plant_284,21.286553503519453,69.56702316794585,30.28251703290477,6.938227822751468,59.73101561015072,21798.73262373607,90.189232400899,1,Optimal,Optimal,Optimal,Optimal,0,0,0,0,0,0,0,0,0,No-Stress
Plant_285,31.3991001239688,52.1401053949205,38.03393606535919,5.71925338877907,42.20907260623299,24856.3629189826,74.05789127618334,1,Optimal,High,Optimal,Optimal,0,1,0,0,1,0,0,0,1,Abiotic-only
Plant_286,19.143736601432494,46.68767046442222,51.93091339877844,7.2517099142145,52.03235954586031,21247.47988836603,73.83856541951056,1,Optimal,Low,Optimal,Optimal,0,1,0,0,1,0,0,0,1,Abiotic-only
Plant_287,24.54464471489325,41.63794626896704,56.75085763923893,6.334939953016775,45.42366750662385,16349.3098689795,69.59801289044526,0,Optimal,Optimal,Optimal,Optimal,0,0,0,0,0,0,0,0,0,No-Stress
Plant_288,26.76495161945373,65.07991326912544,41.22691670933256,6.394166509034411,51.85688580418739,24090.12954061502,86.98815670280476,1,Optimal,Optimal,Optimal,Optimal,0,0,0,0,0,0,0,0,0,No-Stress
Plant_289,25.842975603205097,48.96633393826127,36.03734707962538,6.186133046957747,65.0913101340455,18184.531293182008,94.48820108337716,1,Optimal,Optimal,Optimal,Optimal,0,0,0,0,0,0,0,0,0,No-Stress
Plant_290,23.13190144053822,38.471094070475175,66.33554792547761,6.355980563038962,56.05606232631313,22731.25549905671,76.84918072091077,1,Optimal,Optimal,Low,Optimal,0,0,1,0,1,0,0,0,1,Abiotic-only
Plant_291,24.37563324892817,63.88578604530965,71.08349495696368,7.209265672574018,55.08608373233442,24721.20264966532,77.58569435275007,1,High,Optimal,Optimal,Optimal,1,0,0,0,1,0,1,1,2,Combined
Plant_292,23.5209971960235,84.9299951743279,59.68287076172693,5.25609567173246,45.696906800453576,21370.0640321912,94.66782556898976,1,Optimal,Optimal,High,Optimal,0,0,1,0,1,0,0,0,1,Abiotic-only
Plant_293,23.23190572916737,59.93929088460106,46.27977213847536,7.138482693044094,35.15943335075665,15511.523560506052,85.05557853215008,1,Optimal,Optimal,Optimal,Optimal,0,0,0,0,0,0,0,0,0,No-Stress
Plant_294,27.54880629106308,68.38490774451643,32.8760141753861,6.669011740550854,47.91531789459592,17245.363500470627,84.36235704801055,1,Optimal,Optimal,Optimal,Optimal,0,0,0,0,0,0,0,0,0,No-Stress
Plant_295,26.071046457895143,60.81829358547565,32.54333390165152,5.896489176071392,62.06608154863915,23968.23340065541,68.09083494026274,0,Optimal,Optimal,Optimal,Optimal,0,0,0,0,0,0,0,0,0,No-Stress
Plant_296,22.92127121421804,59.01110346808857,52.837711578986365,5.962343803475381,34.72832143410352,19492.631943071552,86.78728069279418,1,Optimal,Optimal,Optimal,Optimal,0,0,0,0,0,0,0,0,0,No-Stress
Plant_297,27.69879962629976,69.19076482987768,51.275973313330255,7.338196513604101,39.44910631823305,20238.720604826496,70.70863659490242,1,Optimal,Optimal,Optimal,Optimal,0,0,0,0,0,1,0,1,1,Biotic-only
Plant_298,25.921898562629828,57.09725455811349,66.02397889419645,6.027246560028634,51.26267736234068,22276.473248490827,68.65979814065042,0,Optimal,Optimal,Optimal,Optimal,0,0,0,0,0,0,0,0,0,No-Stress
Plant_299,27.43858635651688,62.67392314071903,54.75675138804209,5.92332474470202,40.153452151527375,22088.96858624097,76.53228423233288,1,Optimal,Optimal,Optimal,Optimal,0,0,0,0,0,0,0,0,0,No-Stress
Plant_300,26.88888652577084,63.21697806196013,22.45379547360273,7.0686572711823645,42.07476552884788,20836.399437156382,74.14207276551309,1,Low,Optimal,Optimal,Optimal,1,0,0,0,1,0,0,0,1,Abiotic-only
Plant_301,22.513014967233783,53.31909546356951,60.77921426584378,6.6692764381429575,45.76401418271823,19373.9948863386,77.7840030561496,1,Optimal,Optimal,Optimal,Optimal,0,0,0,0,0,0,0,0,0,No-Stress
Plant_302,23.31945687940909,69.92042349536523,30.029090590283808,6.0310372117318005,36.343825958098506,19061.99466280293,65.59018365475082,0,Optimal,Optimal,Optimal,Optimal,0,0,0,0,0,0,0,0,0,No-Stress
Plant_303,27.241880815369782,58.25040243304591,39.24043092071473,6.608312487702309,40.25878153783631,22573.69647587403,89.58816306467672,1,Optimal,Optimal,Optimal,Optimal,0,0,0,0,0,0,0,0,0,No-Stress
Plant_304,26.8311107963004,52.44254840507156,48.75300309377542,5.987123658179861,57.03427916787309,21660.70859320338,91.27686294516428,1,Optimal,Optimal,Optimal,Optimal,0,0,0,0,0,0,0,0,0,No-Stress
Plant_305,24.93729521810756,65.36509843570404,74.93501234675946,7.050410699211303,36.92630217769036,19228.09999814663,60.52657525859186,0,High,Optimal,Optimal,Optimal,1,0,0,0,1,0,0,0,1,Abiotic-only
Plant_306,25.351982149926343,51.01532018208962,91.6487783400804,7.030685482436567,34.021278655051624,23246.33693897942,89.78457805666551,1,High,Optimal,Optimal,Optimal,1,0,0,0,1,0,0,0,1,Abiotic-only
Plant_307,28.832994687365275,60.281811573691286,54.10084588704274,6.7660030994109714,43.69975020466106,19612.89765461065,71.89471370178373,1,Optimal,Optimal,Optimal,Optimal,0,0,0,0,0,0,0,0,0,No-Stress
Plant_308,23.22528583349251,59.90881003355796,42.25205071919418,6.680830530623508,57.31955502509846,17445.01347699682,88.56975536982786,1,Optimal,Optimal,Optimal,Optimal,0,0,0,0,0,0,0,0,0,No-Stress
Plant_309,26.64129214351012,70.85895565831578,53.01758472720825,7.380594062433687,48.0307819200311,17723.087903289965,79.31553507333584,1,Optimal,Optimal,High,Optimal,0,0,1,0,1,1,0,1,2,Combined
Plant_310,24.39342204269832,64.74698232879953,58.31483138810754,6.499843163694113,45.35418921884381,17063.7774910707,80.28775564080999,1,Optimal,Optimal,Optimal,Optimal,0,0,0,0,0,0,0,0,0,No-Stress
Plant_311,24.34695639031834,59.74973041254856,40.189985616642126,5.909062937289599,50.44358797515607,19182.76995018894,78.14902350578781,1,Optimal,Optimal,Optimal,Optimal,0,0,0,0,0,0,0,0,0,No-Stress
Plant_312,28.29633055596157,68.17766299200287,71.92817033868484,6.724736956416153,32.54292567140348,23701.17283500858,92.12129204233486,1,High,Optimal,Optimal,Optimal,1,0,0,0,1,0,0,0,1,Abiotic-only
Plant_313,27.47624904696409,73.90207549017313,48.45106138787103,7.543023524768557,54.94705653775033,17584.714456908474,67.60411987474971,0,Optimal,Optimal,High,Optimal,0,0,1,0,1,0,0,0,1,Abiotic-only
Plant_314,27.44052890800192,65.57810306351863,52.46614633637091,5.992620253407074,53.83435031403644,20565.42728305431,86.07840338735008,1,Optimal,Optimal,Optimal,Optimal,0,0,0,0,0,0,0,0,0,No-Stress
Plant_315,28.916436421462983,60.103526198433805,54.98886378081692,6.319268616653007,45.90691525904279,18029.93196311776,91.0133016488955,1,Optimal,Optimal,Optimal,Optimal,0,0,0,0,0,0,0,0,0,No-Stress
Plant_316,25.063011524898275,46.8816376764984,51.32379915921683,6.708223019050727,60.05924511796417,19219.072876185688,87.16340080540411,1,Optimal,Optimal,Optimal,Optimal,0,0,0,0,0,0,0,0,0,No-Stress
Plant_317,27.04585891388489,49.348863369246274,57.58410750704418,6.47304757549713,38.725039010469615,15469.876364044245,103.24698914323416,1,Optimal,Optimal,Optimal,Optimal,0,0,0,0,0,0,0,0,0,No-Stress
Plant_318,24.06919973021964,56.94775295645332,35.74120220179616,6.008848209811343,61.27908993253569,19338.385312530387,74.71053237275301,1,Optimal,Optimal,Optimal,Optimal,0,0,0,0,0,0,0,0,0,No-Stress
Plant_319,25.972499057465328,53.90487797840717,36.62547369080954,7.060928928115235,51.54493665595251,19418.883860585112,89.57304822593531,1,Optimal,Optimal,Optimal,Optimal,0,0,0,0,0,0,0,0,0,No-Stress
Plant_320,24.609570836896943,58.13028697014554,28.49768650542457,7.660020361008629,46.63447410121827,21620.863832107087,78.9390936465858,1,Low,Optimal,Optimal,Optimal,1,0,0,0,1,0,0,0,1,Abiotic-only
Plant_321,25.290987894978155,60.56649924897107,51.59251845930339,6.598065729511954,49.80126364631688,20669.84273976611,92.3340607635267,1,Optimal,Optimal,Optimal,Optimal,0,0,0,0,0,0,0,0,0,No-Stress
Plant_322,26.785471076310746,65.2969275435673,56.68404755268171,6.047965855132,48.92735234189058,16404.823625143865,79.9231100427863,1,Optimal,Optimal,Optimal,Optimal,0,0,0,0,0,0,0,0,0,No-Stress
Plant_323,22.545337950299583,59.29501221940909,51.866592992278285,5.725519737473262,62.20282896417717,23252.594732130627,76.12124218137531,1,Optimal,Optimal,Optimal,Optimal,0,0,0,0,0,1,0,1,1,Biotic-only
Plant_324,31.277161827056386,64.86501643826202,70.11738650021306,6.62898799061059,39.23320872528986,20630.909120665987,93.06072203871628,1,High,High,Optimal,Optimal,1,1,0,0,2,0,0,0,2,Abiotic-only
Plant_325,21.98194785550089,60.6447441481012,44.9160597175643,7.051938671658129,42.37480760853402,20595.18055153246,75.0843806098107,1,Optimal,Optimal,Optimal,Optimal,0,0,0,0,0,0,0,0,0,No-Stress
Plant_326,21.357434161636803,40.24533433646128,55.03112483388769,6.737583873247691,60.3630289207248,19972.452939844585,65.87274241099443,0,Optimal,Optimal,Optimal,Optimal,0,0,0,0,0,0,0,0,0,No-Stress
Plant_327,28.474332620500203,50.606646061812455,28.624486857910284,6.498798079540573,44.04465064816141,18446.72765833334,74.83153116826172,1,Low,Optimal,Optimal,Optimal,1,0,0,0,1,0,0,0,1,Abiotic-only
Plant_328,27.37498808188881,58.55912444278385,39.19350446288399,6.2053641741053465,59.00533077331592,20653.407019246177,86.19032946588533,1,Optimal,Optimal,Optimal,Optimal,0,0,0,0,0,0,0,0,0,No-Stress
Plant_329,26.872359451156463,47.90305257158892,55.43306636348666,5.953918183640955,66.99435983008709,21426.765307785747,93.92038751587091,1,Optimal,Optimal,Optimal,Optimal,0,0,0,0,0,0,0,0,0,No-Stress
Plant_330,26.88503652779284,65.99928729996205,57.73653166114716,6.917375663162441,45.98204973058366,14759.312925963335,81.11129375296512,1,Optimal,Optimal,Optimal,Low,0,0,0,1,1,0,0,0,1,Abiotic-only
Plant_331,24.963259681459256,75.30750832343698,40.59049578503726,6.956885810692793,56.81362326575305,18383.717487961712,93.18197067234026,1,Optimal,Optimal,High,Optimal,0,0,1,0,1,1,0,1,2,Combined
Plant_332,22.308236885542502,72.18761851697317,43.926011222129,5.727135106654633,38.46307718660142,19235.15908878923,66.41825078522406,0,Optimal,Optimal,High,Optimal,0,0,1,0,1,1,0,1,2,Combined
Plant_333,25.22741367458118,57.86557129069792,22.23189379978786,7.294919489090342,57.54733298067809,20768.511817082835,75.56736535182097,1,Low,Optimal,Optimal,Optimal,1,0,0,0,1,0,0,0,1,Abiotic-only
Plant_334,22.968514865463664,74.90726136849952,39.64456198790086,6.787035610447001,51.99423985986767,23579.93301778138,77.11424882845898,1,Optimal,Optimal,High,Optimal,0,0,1,0,1,0,0,0,1,Abiotic-only
Plant_335,27.92535920025325,61.48667457202112,58.35574745279679,7.199797322572897,54.73038282160215,17684.777556209654,78.8544057252748,1,Optimal,Optimal,Optimal,Optimal,0,0,0,0,0,0,0,0,0,No-Stress
Plant_336,24.558827855493583,56.629140288819606,53.628075241598495,5.828936125757442,43.54427927964605,18506.114459546472,80.84094388250196,1,Optimal,Optimal,Optimal,Optimal,0,0,0,0,0,0,0,0,0,No-Stress
Plant_337,22.523508409622465,53.8659733645906,52.50998582071814,5.817087922292281,33.389165844328275,18462.39766806035,86.90910957392192,1,Optimal,Optimal,Optimal,Optimal,0,0,0,0,0,0,0,0,0,No-Stress
Plant_338,24.03584247504102,56.97530313511872,45.7466053077144,6.425515345116351,55.03252064749505,17595.417229686376,75.5519316182951,1,Optimal,Optimal,Optimal,Optimal,0,0,0,0,0,0,0,0,0,No-Stress
Plant_339,26.23879436282688,56.11823181458772,45.105947379422645,6.751392213447597,29.365968475205456,18958.440514663213,81.39028686953125,1,Optimal,Optimal,Optimal,Optimal,0,0,0,0,0,0,1,1,1,Biotic-only
Plant_340,23.30882634158808,61.70416222375488,35.09518290789829,7.398180411463482,46.82649507757465,22312.40665996391,79.54877109675948,1,Optimal,Optimal,Optimal,Optimal,0,0,0,0,0,0,0,0,0,No-Stress
Plant_341,22.533338813300706,61.60573981049865,55.482426303038025,6.853039456907566,59.4118186641997,16838.493513906964,70.7411009610885,1,Optimal,Optimal,Optimal,Optimal,0,0,0,0,0,0,0,0,0,No-Stress
Plant_342,25.731061634475736,60.03046020153415,51.314594165840845,6.378659361593983,51.91897735873036,21283.44318545871,78.86333310918565,1,Optimal,Optimal,Optimal,Optimal,0,0,0,0,0,0,0,0,0,No-Stress
Plant_343,25.73489971332617,64.3693816974635,52.38028271989199,5.986815396167054,69.48342644789813,14894.293309944997,78.56340470102882,1,Optimal,Optimal,Optimal,Low,0,0,0,1,1,0,0,0,1,Abiotic-only
Plant_344,23.47917047388661,71.90646274786342,37.10947735998629,7.115000286359575,60.251091525817735,18315.986010673383,78.34919434996954,1,Optimal,Optimal,High,Optimal,0,0,1,0,1,1,0,1,2,Combined
Plant_345,23.58688508314503,69.49554135441323,12.699856201931333,6.0176472871246425,43.46101611674423,19011.53209934604,80.3175945658145,1,Low,Optimal,Optimal,Optimal,1,0,0,0,1,0,0,0,1,Abiotic-only
Plant_346,25.69614981207291,45.151020315500965,61.45729067630543,7.314234277386161,50.27313379851439,25024.579018742195,80.75673540613386,1,Optimal,Optimal,Optimal,High,0,0,0,1,1,0,0,0,1,Abiotic-only
Plant_347,20.655746975508027,34.46078865098045,37.81743815987394,6.357807675196745,49.52629297455564,19175.593085741937,75.67704820892669,1,Optimal,Optimal,Low,Optimal,0,0,1,0,1,0,0,0,1,Abiotic-only
Plant_348,20.777608676870337,69.34319911239274,32.058363539353195,7.295291036308925,34.17823236653873,13396.269579647244,92.72714733971264,1,Optimal,Optimal,Optimal,Low,0,0,0,1,1,0,0,0,1,Abiotic-only
Plant_349,22.844667336242694,46.33121301584579,55.4021836787099,6.839465645029639,40.59601083515647,14003.33327941625,68.30519370796983,0,Optimal,Optimal,Optimal,Low,0,0,0,1,1,0,0,0,1,Abiotic-only
Plant_350,24.35965854486446,57.75234598107316,39.11981040121306,6.431502255278771,44.3923909302014,20102.08875904004,72.79029891530104,1,Optimal,Optimal,Optimal,Optimal,0,0,0,0,0,0,0,0,0,No-Stress
Plant_351,25.932722696794013,48.298869739406406,60.89904576069932,6.240301814086937,29.63779497144064,21841.312567369725,107.79963624223556,1,Optimal,Optimal,Optimal,Optimal,0,0,0,0,0,0,1,1,1,Biotic-only
Plant_352,29.426068650848656,41.9801956241998,54.25508924365046,6.32954606132696,50.47493468251643,21126.36757288176,69.6200864501077,0,Optimal,Optimal,Optimal,Optimal,0,0,0,0,0,0,0,0,0,No-Stress
Plant_353,27.572978869606057,65.41462728204787,55.253539848007165,6.714158346187618,47.50928155346959,20502.710317402973,66.4624532529024,0,Optimal,Optimal,Optimal,Optimal,0,0,0,0,0,0,0,0,0,No-Stress
Plant_354,24.52018441010972,67.59155160302647,24.510664331991983,6.538578248108858,33.27106098688426,23486.778792517,87.34476745001218,1,Low,Optimal,Optimal,Optimal,1,0,0,0,1,0,0,0,1,Abiotic-only
Plant_355,24.942951376291933,54.2348959927328,63.179159780796006,6.203094295965648,54.04212865277332,18381.226337788605,59.22880146226126,0,Optimal,Optimal,Optimal,Optimal,0,0,0,0,0,0,0,0,0,No-Stress
Plant_356,21.992411906086573,34.0895770785509,48.91875796850784,6.417184294841184,57.1587274469096,22684.73166808048,77.64726090027561,1,Optimal,Optimal,Low,Optimal,0,0,1,0,1,0,0,0,1,Abiotic-only
Plant_357,24.944460592022832,54.53755551747517,39.46084291130696,6.539288514859575,52.27034478864889,15103.955344920749,101.45824925076488,1,Optimal,Optimal,Optimal,Optimal,0,0,0,0,0,0,0,0,0,No-Stress
Plant_358,24.134024083239584,63.91804005402547,47.15082701013377,5.435632952792594,46.7593182479103,17285.1565011858,64.55064077846599,0,Optimal,Optimal,Optimal,Optimal,0,0,0,0,0,0,0,0,0,No-Stress
Plant_359,25.968155681014267,45.21088431225871,18.3564715065252,6.729084057394349,55.91442151751855,14578.875815204552,60.18035514261287,0,Low,Optimal,Optimal,Low,1,0,0,1,2,0,0,0,2,Abiotic-only
Plant_360,22.518307169343032,61.83359919779156,51.12979217221006,6.010139387641597,56.80220360476691,19175.46409799062,65.00818798042302,0,Optimal,Optimal,Optimal,Optimal,0,0,0,0,0,0,0,0,0,No-Stress
Plant_361,26.55803954272352,59.84690150827005,29.559427377268925,5.923333798397128,53.07403569719688,19861.21634820097,88.98359568346986,1,Low,Optimal,Optimal,Optimal,1,0,0,0,1,0,1,1,2,Combined
Plant_362,29.59821673900773,65.79291499601088,24.709945712346983,5.656327826444645,41.75387749565239,20342.30447667956,91.24776719985812,1,Low,Optimal,Optimal,Optimal,1,0,0,0,1,0,0,0,1,Abiotic-only
Plant_363,24.67371955462943,61.19580368414153,22.16461220673164,5.603053751066055,52.76600765511181,20185.65005866141,74.87411203021492,1,Low,Optimal,Optimal,Optimal,1,0,0,0,1,0,0,0,1,Abiotic-only
Plant_364,26.205135166296824,50.26931059118444,61.69032562484888,5.822276248443855,61.95480650825479,17217.340007564817,86.83212404001068,1,Optimal,Optimal,Optimal,Optimal,0,0,0,0,0,0,0,0,0,No-Stress
Plant_365,27.07043197513334,71.96571501664491,35.561049094608165,6.145489521184754,44.0337094138827,19429.27746676035,93.9025532751199,1,Optimal,Optimal,High,Optimal,0,0,1,0,1,1,0,1,2,Combined
Plant_366,23.796338584342493,58.4147042697303,68.00591564874749,7.476629568763284,70.97939339132431,15507.659994182755,97.87346414429824,1,Optimal,Optimal,Optimal,Optimal,0,0,0,0,0,0,0,0,0,No-Stress
Plant_367,25.67227744543125,59.72695460490068,36.96297805421553,6.237060162052398,44.74369066014616,24089.686925396752,77.53664718820151,1,Optimal,Optimal,Optimal,Optimal,0,0,0,0,0,0,0,0,0,No-Stress
Plant_368,25.037777202345385,50.66732040926805,19.3896306361058,6.588875053134016,50.32407013340136,19089.121781306,56.98528282330013,0,Low,Optimal,Optimal,Optimal,1,0,0,0,1,0,0,0,1,Abiotic-only
Plant_369,25.293028295646494,55.567177488084894,28.25213340077012,6.700240693253164,43.27514403993664,18533.341642868927,71.79121077590314,1,Low,Optimal,Optimal,Optimal,1,0,0,0,1,0,0,0,1,Abiotic-only
Plant_370,22.6809706484336,51.15197285973099,63.53717430010408,6.565532593107925,52.23270835920261,24766.820985332248,75.73195805064742,1,Optimal,Optimal,Optimal,Optimal,0,0,0,0,0,0,0,0,0,No-Stress
